Type,Arrival Date,Main Cabin Seats,Flight Number,Destination Code,Origin Airport,Miner Points,Origin Code,Business Class Price,Main Cabin Price,Departing Time,Duration,Surcharge,Origin Airport Lounge,Distance,Time Zone Difference,Arrival Time,Departing Date,Origin Airport State,Origin Airport Country,Origin Airport Fee,Destination Airport City,Food Served,Destination Airport State,Destination Airport Country,Destination Airport Fee,Destination Airport Lounge,Route Cost,Total Seats,ID,First Class Seats,Destination Airport,Business Class Seats,Origin Airport City,First Class Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold, Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue
International,3/25/2023,103,234229,MEX,Abraham Gonzalez International Airport,2871,CJS,4498,1430,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/25/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,158,229,13,Aeropuerto Internacional Benito Juarez,42,Juarez,6254,0,16,74,900773.3867499998,640779.3539999998,176161.36775000012
International,3/25/2023,89,237232,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5564,754,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/25/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,142,232,8,Abraham Gonzalez International Airport,45,Ciudad de Mexico,7615,0,5,80,641195.8708750003,699983.8910624997,164496.83768750008
Domestic,3/25/2023,104,231235,LAX,Orlando International Airport,3854,ORL,1034,347,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/25/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,165,235,13,Los Angeles International Airport,48,Orlando,1551,0,0,79,508928.5515,352627.69775000005,155826.67781250004
Domestic,3/25/2023,98,234238,ORL,Los Angeles International Airport,3854,LAX,999,325,5:30 AM,281,0,TRUE,1927,3,1:11 PM,3/25/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,169,238,13,Orlando International Airport,58,Los Angeles,1503,0,0,70,800448.4477500002,671033.4437500001,131648.41462499998
Domestic,3/25/2023,104,237241,LAX,Logan International Airport,4538,BOS,918,254,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,3/25/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,157,241,13,Los Angeles International Airport,40,Boston,2184,0,16,86,1287542.2060000002,466651.1748750002,226322.94649999996
Domestic,3/25/2023,98,231244,BOS,Los Angeles International Airport,4538,LAX,655,203,5:30 AM,326,0,TRUE,2269,3,1:56 PM,3/25/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,157,244,14,Boston Logan International Airport,45,Los Angeles,3147,0,0,66,1086974.745,506513.52793750004,130358.71512500002
International,3/25/2023,85,234247,CUN,El Paso International Airport,3687,ELP,3563,962,5:30 AM,190,4,FALSE,1229,2,10:40 AM,3/25/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,141,247,12,Cancun International Airport,44,El Paso,8188,0,0,72,1017392.1682500001,637876.4167499997,157933.36487500006
International,3/25/2023,88,237250,ELP,Cancun International Airport,3687,CUN,4463,796,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,3/25/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,142,250,14,El Paso International Airport,40,Cancun,4895,0,3,61,1104419.9765000003,632217.22125,142708.5905
International,3/25/2023,97,231253,YYZ,El Paso International Airport,4347,ELP,3677,963,5:30 AM,219,4,FALSE,1449,2,11:09 AM,3/25/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,165,253,11,Toronto Pearson International Airport,57,El Paso,7188,-5,0,68,509461.1501250001,626730.1762500003,180906.00456249996
International,3/25/2023,90,234256,ELP,Toronto Pearson International Airport,4347,YYZ,2872,663,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,3/25/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,142,256,9,El Paso International Airport,43,Toronto,11160,0,1,71,1806057.556000001,685162.3717499998,61882.0073125
International,3/26/2023,90,237259,CDG,El Paso International Airport,13986,ELP,5678,1276,5:30 AM,639,12,FALSE,4662,8,12:09 AM,3/25/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,150,259,11,Paris Charles de Gaulle Airport,49,El Paso,4558,0,10,61,469674.6963749998,665990.2423749999,119664.98262499996
International,3/25/2023,93,231262,ELP,Paris Charles de Gaulle Airport,13986,CDG,5216,1427,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,3/25/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,158,262,10,El Paso International Airport,55,Paris,7427,0,0,102,493584.1792499999,787248.9911875001,155544.92425000013
International,3/26/2023,87,234265,HND,El Paso International Airport,15966,ELP,3084,1292,5:30 AM,725,14,FALSE,5322,16,9:35 AM,3/25/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,146,265,14,Tokyo Haneda Airport,45,El Paso,12559,1,0,84,420121.9986249999,558948.6474374997,161224.91856250007
International,3/25/2023,98,237268,ELP,Tokyo Haneda Airport,15966,HND,5539,818,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,3/25/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,164,268,8,El Paso International Airport,58,Tokyo,5248,0,0,67,727078.62425,634108.5610625001,178017.37237499998
Domestic,3/26/2023,88,231271,DFW,El Paso International Airport,1102,ELP,808,300,5:30 AM,94,0,FALSE,551,1,8:04 AM,3/26/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,161,271,14,Dallas/Ft. Worth International Airport,59,El Paso,2875,1,13,70,206942.27550000005,96240.71650000007,57048.45300000004
Domestic,3/26/2023,89,234274,ELP,Dallas/Ft. Worth International Airport,1102,DFW,563,351,5:30 AM,94,0,TRUE,551,-1,6:04 AM,3/26/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,157,274,11,El Paso International Airport,57,Dallas,3416,0,3,75,284754.2045,107268.275375,70056.67225
Domestic,3/26/2023,99,237277,LAX,El Paso International Airport,1428,ELP,1007,507,5:30 AM,113,0,FALSE,714,-1,6:23 AM,3/26/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,162,277,11,Los Angeles International Airport,52,El Paso,1843,-7,10,91,313411.10050000006,134817.71643750003,78369.67137499996
Domestic,3/26/2023,92,231280,ELP,Los Angeles International Airport,1428,LAX,832,257,5:30 AM,113,0,TRUE,714,1,8:23 AM,3/26/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,146,280,12,El Paso International Airport,42,Los Angeles,1789,0,0,68,305337.9181249998,98758.28724999996,61206.0475
Domestic,3/26/2023,89,234283,ORD,El Paso International Airport,2470,ELP,635,315,5:30 AM,176,0,FALSE,1235,1,9:26 AM,3/26/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,160,283,8,Chicago International Airport,63,El Paso,1439,0,7,64,131248.05800000002,108278.90437499995,57301.01525000001
Domestic,3/26/2023,95,237286,ELP,Chicago International Airport,2470,ORD,585,466,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,3/26/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,156,286,9,El Paso International Airport,52,Chicago,3167,0,3,64,220560.88249999983,153912.39099999995,67582.21824999998
Domestic,3/26/2023,90,231289,ATL,El Paso International Airport,2560,ELP,865,141,5:30 AM,181,0,FALSE,1280,2,10:31 AM,3/26/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,147,289,13,Hartsfield-Jackson Atlanta International Airport,44,El Paso,1828,0,17,85,293385.68224999995,134893.07950000005,60235.49618750003
Domestic,3/26/2023,100,234292,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,1012,160,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,3/26/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,155,292,13,El Paso International Airport,42,Atlanta,3042,0,9,65,398780.4034999998,77878.5680625,41124.42387499999
Domestic,3/26/2023,101,237295,JFK,El Paso International Airport,3806,ELP,1155,534,5:30 AM,256,0,FALSE,1903,2,11:46 AM,3/26/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,170,295,15,John F. Kennedy International Airport,54,El Paso,1318,0,9,84,145579.4605,153620.3288125,113723.14493749995
Domestic,3/26/2023,103,231298,ELP,John F. Kennedy International Airport,3806,JFK,1155,374,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,3/26/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,173,298,11,El Paso International Airport,59,New York,1316,0,36,80,370845.8901250001,160583.1101875,56327.09256250001
Domestic,3/26/2023,87,234301,BOS,El Paso International Airport,4128,ELP,606,202,5:30 AM,275,0,FALSE,2064,2,12:05 PM,3/26/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,163,301,15,Boston Logan International Airport,61,El Paso,1946,2,0,96,123725.50675000004,81049.37800000003,102381.66512499997
Domestic,3/26/2023,103,237304,ELP,Logan International Airport,4128,BOS,884,270,5:30 AM,275,0,TRUE,2064,2,12:05 PM,3/26/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,177,304,10,El Paso International Airport,64,Boston,2520,-5,10,78,285133.99262499996,156354.47687500002,64492.847250000006
Domestic,3/26/2023,95,231307,LAS,El Paso International Airport,1164,ELP,931,430,5:30 AM,97,0,FALSE,582,-1,6:07 AM,3/26/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,153,307,11,Harry Reid International Airport,47,El Paso,2892,0,7,86,265630.53775,91331.76050000002,87934.27468749999
Domestic,3/26/2023,98,234310,ELP,Harry Reid International Airport,1164,LAS,1040,231,5:30 AM,97,0,TRUE,582,1,8:07 AM,3/26/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,169,310,13,El Paso International Airport,58,Las Vegas,3369,-2,9,71,164421.53449999995,87719.09249999997,73531.42087499994
International,3/26/2023,89,237313,LHR,El Paso International Airport,15444,ELP,4668,1375,5:30 AM,645,13,FALSE,5148,7,11:15 PM,3/26/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,144,313,12,Heathrow Airport,43,El Paso,6302,0,11,85,305646.708,141096.14725000004,120997.02449999993
International,3/26/2023,90,231316,ELP,Heathrow Airport,15444,LHR,5940,692,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,3/26/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,163,316,11,El Paso International Airport,62,London,6241,0,12,70,340105.3507499999,160839.822875,57749.3610625
International,3/26/2023,88,234319,MEX,Abraham Gonzalez International Airport,2871,CJS,3314,1105,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/26/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,151,319,12,Aeropuerto Internacional Benito Juarez,51,Juarez,11172,-6,5,75,172589.06174999996,116729.65575000003,28173.55762500001
International,3/26/2023,91,237322,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,5998,1018,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/26/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,159,322,15,Abraham Gonzalez International Airport,53,Ciudad de Mexico,10862,1,23,77,296154.9745,123890.25431249995,23851.055687500004
Domestic,3/26/2023,90,231325,LAX,Orlando International Airport,3854,ORL,1143,154,5:30 AM,281,0,TRUE,1927,-3,7:11 AM,3/26/2023,Florida,United States,5,Los Angeles,FALSE,California,United States,4,TRUE,70024,166,325,13,Los Angeles International Airport,63,Orlando,1618,3,25,96,135055.90524999995,120226.56550000007,24510.65112500001
Domestic,3/26/2023,92,234328,ORL,Los Angeles International Airport,3854,LAX,752,177,5:30 AM,281,0,TRUE,1927,3,1:11 PM,3/26/2023,California,United States,4,Orlando,FALSE,Florida,United States,5,TRUE,71901,162,328,13,Orlando International Airport,57,Los Angeles,3210,-5,1,85,309868.964875,142552.48737499997,42208.88000000002
Domestic,3/26/2023,93,237331,LAX,Logan International Airport,4538,BOS,829,316,5:30 AM,326,0,TRUE,2269,-3,7:56 AM,3/26/2023,Massachusetts,United States,3,Los Angeles,TRUE,California,United States,4,TRUE,51587,153,331,14,Los Angeles International Airport,46,Boston,1698,0,14,97,136776.94475000002,112909.4155,70180.60124999998
Domestic,3/26/2023,89,231334,BOS,Los Angeles International Airport,4538,LAX,1191,265,5:30 AM,326,0,TRUE,2269,3,1:56 PM,3/26/2023,California,United States,4,Boston,TRUE,Massachusetts,United States,3,TRUE,51892,152,334,11,Boston Logan International Airport,52,Los Angeles,2936,0,5,68,247097.74699999974,129970.61837500002,57415.68175
International,3/26/2023,101,234337,CUN,El Paso International Airport,3687,ELP,5145,1087,5:30 AM,190,4,FALSE,1229,2,10:40 AM,3/26/2023,Texas,United States,3.5,Cancun,TRUE,Quintana Roo,Mexico,4,TRUE,76340,153,337,9,Cancun International Airport,43,El Paso,10987,0,11,91,427574.06949999975,228712.62262500008,109125.86087499995
International,3/26/2023,92,237340,ELP,Cancun International Airport,3687,CUN,3890,1420,5:30 AM,190,4,TRUE,1229,-2,6:40 AM,3/26/2023,Quintana Roo,Mexico,4,El Paso,TRUE,Texas,United States,3.5,FALSE,71648,165,340,13,El Paso International Airport,60,Cancun,5797,5,17,71,101314.34749999997,154353.18774999998,35866.338875
International,3/26/2023,102,231343,YYZ,El Paso International Airport,4347,ELP,2995,1080,5:30 AM,219,4,FALSE,1449,2,11:09 AM,3/26/2023,Texas,United States,3.5,Toronto,TRUE,Ontario,Canada,4,TRUE,57452,167,343,14,Toronto Pearson International Airport,51,El Paso,10092,-6,6,69,163482.47412499998,128564.75524999996,32793.834812500005
International,3/26/2023,85,234346,ELP,Toronto Pearson International Airport,4347,YYZ,5755,1151,5:30 AM,219,4,TRUE,1449,-2,7:09 AM,3/26/2023,Ontario,Canada,4,El Paso,TRUE,Texas,United States,3.5,FALSE,64960,145,346,12,El Paso International Airport,48,Toronto,6470,-3,14,74,234276.814,221536.1552500001,35192.79425
International,3/27/2023,102,237349,CDG,El Paso International Airport,13986,ELP,3576,1096,5:30 AM,639,12,FALSE,4662,8,12:09 AM,3/26/2023,Texas,United States,3.5,Paris,TRUE,Ill de France,France,5,TRUE,67763,162,349,9,Paris Charles de Gaulle Airport,51,El Paso,7777,3,8,89,285284.99724999984,181338.2460000001,103752.83375000002
International,3/26/2023,87,231352,ELP,Paris Charles de Gaulle Airport,13986,CDG,4045,1115,5:30 AM,639,12,TRUE,4662,-8,8:09 AM,3/26/2023,Ill de France,France,5,El Paso,TRUE,Texas,United States,3.5,FALSE,54532,160,352,13,El Paso International Airport,60,Paris,12388,-3,1,67,161872.2892500001,48175.9036875,18814.337999999996
International,3/27/2023,94,234355,HND,El Paso International Airport,15966,ELP,3857,1303,5:30 AM,725,14,FALSE,5322,16,9:35 AM,3/26/2023,Texas,United States,3.5,Tokyo,TRUE,Honshu,Japan,6,TRUE,75881,158,355,10,Tokyo Haneda Airport,54,El Paso,8036,4,20,85,328440.10050000006,158574.86375000002,24672.307250000005
International,3/26/2023,93,237358,ELP,Tokyo Haneda Airport,15966,HND,3456,1021,5:30 AM,725,14,TRUE,5322,-16,1:35 AM,3/26/2023,Honshu,Japan,6,El Paso,TRUE,Texas,United States,3.5,FALSE,51367,164,358,9,El Paso International Airport,62,Tokyo,10682,0,3,87,178068.7109999999,115482.0083125,40549.534000000014
Domestic,3/27/2023,99,231361,DFW,El Paso International Airport,1102,ELP,1149,382,5:30 AM,94,0,FALSE,551,1,8:04 AM,3/27/2023,Texas,United States,3.5,Dallas,FALSE,Texas,United States,3,TRUE,11686,175,361,12,Dallas/Ft. Worth International Airport,64,El Paso,2448,0,11,70,137266.95300000004,130687.172625,76274.06274999998
Domestic,3/27/2023,94,234364,ELP,Dallas/Ft. Worth International Airport,1102,DFW,609,206,5:30 AM,94,0,TRUE,551,-1,6:04 AM,3/27/2023,Texas,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,19082,153,364,14,El Paso International Airport,45,Dallas,2612,3,8,82,292185.0732499999,125100.02024999996,35969.733937499994
Domestic,3/27/2023,90,237367,LAX,El Paso International Airport,1428,ELP,582,308,5:30 AM,113,0,FALSE,714,-1,6:23 AM,3/27/2023,Texas,United States,3.5,Los Angeles,FALSE,California,United States,4,TRUE,14000,139,367,8,Los Angeles International Airport,41,El Paso,2534,-1,5,78,235142.32362500014,229222.984875,63704.187374999965
Domestic,3/27/2023,95,231370,ELP,Los Angeles International Airport,1428,LAX,1085,304,5:30 AM,113,0,TRUE,714,1,8:23 AM,3/27/2023,California,United States,4,El Paso,FALSE,Texas,United States,3.5,FALSE,10513,169,370,12,El Paso International Airport,62,Los Angeles,2778,6,12,71,253288.7618749999,119639.93500000001,43783.640250000004
Domestic,3/27/2023,97,234373,ORD,El Paso International Airport,2470,ELP,819,455,5:30 AM,176,0,FALSE,1235,1,9:26 AM,3/27/2023,Texas,United States,3.5,Chicago,FALSE,Illinois,United States,4.5,TRUE,10706,164,373,11,Chicago International Airport,56,El Paso,1715,0,8,80,216953.34825,148073.04299999995,67520.82406250003
Domestic,3/27/2023,104,237376,ELP,Chicago International Airport,2470,ORD,1189,237,5:30 AM,176,0,TRUE,1235,-1,7:26 AM,3/27/2023,Illinois,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,19778,161,376,12,El Paso International Airport,45,Chicago,1764,5,8,68,242363.52200000006,159191.33425,59446.05087499999
Domestic,3/27/2023,93,231379,ATL,El Paso International Airport,2560,ELP,736,537,5:30 AM,181,0,FALSE,1280,2,10:31 AM,3/27/2023,Texas,United States,3.5,Atlanta,FALSE,Georgia,United States,4.5,TRUE,11291,145,379,11,Hartsfield-Jackson Atlanta International Airport,41,El Paso,1491,0,9,77,310872.1015,155637.27725000004,49323.129750000015
Domestic,3/27/2023,86,234382,ELP,Hartsfield-Jackson Atlanta International Airport,2560,ATL,911,381,5:30 AM,181,0,TRUE,1280,-2,6:31 AM,3/27/2023,Georgia,United States,4.5,El Paso,FALSE,Texas,United States,3.5,FALSE,10990,137,382,9,El Paso International Airport,42,Atlanta,2795,0,5,73,231822.80000000013,151559.42768749996,43039.41124999999
Domestic,3/27/2023,103,237385,JFK,El Paso International Airport,3806,ELP,1172,527,5:30 AM,256,0,FALSE,1903,2,11:46 AM,3/27/2023,Texas,United States,3.5,New York,FALSE,New York,United States,6,TRUE,16215,160,385,10,John F. Kennedy International Airport,47,El Paso,1799,0,17,89,88644.6535,165291.91968749993,34146.65625
Domestic,3/27/2023,92,231388,ELP,John F. Kennedy International Airport,3806,JFK,928,541,5:30 AM,256,0,TRUE,1903,-2,7:46 AM,3/27/2023,New York,United States,6,El Paso,FALSE,Texas,United States,3.5,FALSE,12213,156,388,15,El Paso International Airport,49,New York,2836,-3,9,72,191856.13399999996,101396.25006250001,63459.429749999974
Domestic,3/27/2023,85,234391,BOS,El Paso International Airport,4128,ELP,686,324,5:30 AM,275,0,FALSE,2064,2,12:05 PM,3/27/2023,Texas,United States,3.5,Boston,FALSE,Massachusetts,United States,3,TRUE,11994,143,391,13,Boston Logan International Airport,45,El Paso,2945,-2,2,83,219213.80824999997,100082.92412499999,39209.554999999986
Domestic,3/27/2023,90,237394,ELP,Logan International Airport,4128,BOS,1102,359,5:30 AM,275,0,TRUE,2064,2,12:05 PM,3/27/2023,Massachusetts,United States,3,El Paso,FALSE,Texas,United States,3.5,FALSE,15119,152,394,11,El Paso International Airport,51,Boston,1257,0,8,84,289619.7752499998,224617.55837500008,76590.40162500001
Domestic,3/27/2023,97,231397,LAS,El Paso International Airport,1164,ELP,641,539,5:30 AM,97,0,FALSE,582,-1,6:07 AM,3/27/2023,Texas,United States,3.5,Las Vegas,FALSE,Nevada,United States,3.5,TRUE,17071,162,397,11,Harry Reid International Airport,54,El Paso,2208,6,0,77,463913.70762500016,337310.694625,279029.465875
Domestic,3/27/2023,104,234400,ELP,Harry Reid International Airport,1164,LAS,555,343,5:30 AM,97,0,TRUE,582,1,8:07 AM,3/27/2023,Nevada,United States,3.5,El Paso,FALSE,Texas,United States,3.5,FALSE,16242,170,400,9,El Paso International Airport,57,Las Vegas,2255,0,0,70,1018391.7520000002,815853.3653125004,98175.39850000002
International,3/27/2023,94,237403,LHR,El Paso International Airport,15444,ELP,4958,1050,5:30 AM,645,13,FALSE,5148,7,11:15 PM,3/27/2023,Texas,United States,3.5,London,TRUE,United Kingdom,England,5,TRUE,66329,162,403,10,Heathrow Airport,58,El Paso,9595,1,1,81,961885.8133750001,854432.0052499999,113634.00650000006
International,3/27/2023,88,231406,ELP,Heathrow Airport,15444,LHR,3166,1037,5:30 AM,645,13,FALSE,5148,-7,9:15 AM,3/27/2023,United Kingdom,England,5,El Paso,TRUE,Texas,United States,3.5,FALSE,72726,144,406,10,El Paso International Airport,46,London,5628,0,11,76,1435418.8590000002,527541.3003125001,262765.03868750005
International,3/27/2023,97,234409,MEX,Abraham Gonzalez International Airport,2871,CJS,3573,920,5:30 AM,142,3,FALSE,957,1,8:52 AM,3/27/2023,Chihuahua,Mexico,2.5,Ciudad de Mexico,TRUE,Distrito Federal,Mexico,4.5,FALSE,71871,164,409,13,Aeropuerto Internacional Benito Juarez,54,Juarez,7151,0,2,59,865579.70725,743269.3915625002,299996.12868750014
International,3/27/2023,101,237412,CJS,Aeropuerto Internacional Benito Juarez,2871,MEX,3445,938,5:30 AM,142,3,FALSE,957,-1,6:52 AM,3/27/2023,Distrito Federal,Mexico,4.5,Juarez,TRUE,Chihuahua,Mexico,2.5,FALSE,56292,162,412,12,Abraham Gonzalez International Airport,49,Ciudad de Mexico,4050,0,2,58,984853.4005000003,735642.9087499996,113089.15887499998
